Z [IMP],Z [mm],X [IMP],X [mm],Yaw [deg]
16079.6,-139.41,-7.39
15983.99,-366.29,40.3
16178.09,-139.29,-7.62
16253.01,-180.61,0.31
15974.01,-452.32,65.3
16104.43,-305.71,25.91
16195.77,-56.23,-24.69
16169.92,-127.93,-11.53
